game,n_rule_lines,rule_late,rule_random,rule_rigid,rule_dir_horizontal,rule_dir_vertical,rule_dir_fixed,rule_grouped,cell_no,cell_stationary,cell_moving,cell_perpendicular,cell_parallel,cell_orthogonal,cell_randomdir,cell_random,cell_action,cell_ellipsis,cell_arrows,cmd_win,cmd_cancel,cmd_restart,cmd_again,cmd_checkpoint,cmd_message,cmd_sfx,rule_multicell_max,rule_multipattern,startloop,pre_run_rules_on_level_start,pre_noaction,pre_norepeat_action,pre_throttle_movement,pre_noundo,pre_norestart,pre_realtime_interval,pre_zoomscreen,pre_flickscreen,pre_require_player_movement,n_messages,legend_or,legend_and,n_sounds,n_objects,n_layers,n_player_objects,n_rule_groups,n_rules_compiled,n_late_groups,n_late_rules_compiled,n_rule_sources,n_random_rules,n_rules_with_commands,n_rules_ellipsis,rigid,has_loop,pattern_max_cells,pattern_mean_cells,pattern_max_rows,rep_moves,rep_creates,rep_clears,n_winconditions,win_no,win_some,win_all,win_on,n_levels,level_mean_area,level_max_area,n_collision_layers,mean_solution_len,max_solution_len,mean_search_iters,frac_solved
Ouroboros,14.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,11.0,3.0,1.0,10.0,25.0,4.0,4.0,14.0,0.0,12.0,0.0,0.0,0.0,2.0,1.8484848484848484,2.0,8.0,25.0,37.0,0.0,0.0,0.0,0.0,0.0,6.0,100.5,182.0,3.0,8.333333333333334,14,138.16666666666666,1.0
Out_There,492.0,62.0,1.0,0.0,8.0,7.0,110.0,0.0,322.0,0.0,37.0,0.0,0.0,0.0,0.0,13.0,0.0,4.0,80.0,3.0,0.0,0.0,12.0,4.0,0.0,0.0,23.0,227.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,329.0,71.0,36.0,397.0,24.0,10.0,430.0,555.0,62.0,88.0,492.0,1.0,70.0,6.0,0.0,0.0,12.0,1.2703273495248153,3.0,135.0,864.0,953.0,1.0,0.0,1.0,0.0,1.0,19.0,320.2631578947368,882.0,24.0,21.5,48,1343.842105263158,0.21052631578947367
Ouzo_Pixel_Party,94.0,1.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,121.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,26.0,0.0,9.0,30.0,5.0,6.0,93.0,228.0,1.0,1.0,94.0,0.0,181.0,0.0,0.0,0.0,5.0,2.445414847161572,1.0,28.0,542.0,544.0,1.0,1.0,0.0,0.0,1.0,9.0,279.8888888888889,705.0,5.0,9.0,15,13286.222222222223,0.3333333333333333
Overreaction,71.0,34.0,0.0,0.0,4.0,4.0,19.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,5.0,24.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,53.0,15.0,55.0,29.0,2.0,37.0,50.0,34.0,42.0,71.0,0.0,14.0,0.0,0.0,0.0,3.0,1.4583333333333333,2.0,0.0,125.0,149.0,2.0,1.0,0.0,1.0,2.0,1.0,858.0,858.0,29.0,0.0,0,858.0,0.0
Overrwyrld__V.1.540,130.0,54.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,58.0,31.0,0.0,0.0,0.0,16.0,1.0,29.0,0.0,23.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,102.0,0.0,14.0,131.0,4.0,18.0,76.0,10698.0,54.0,204.0,130.0,0.0,10782.0,784.0,0.0,0.0,12.0,2.973113854595336,2.0,740.0,25830.0,25879.0,1.0,0.0,0.0,1.0,1.0,1.0,4950.0,4950.0,4.0,0.0,0,421.0,0.0
Oxygen_Not_Required,21.0,9.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19.0,2.0,2.0,40.0,8.0,5.0,12.0,15.0,9.0,9.0,21.0,0.0,1.0,0.0,0.0,0.0,2.0,1.25,2.0,13.0,32.0,32.0,1.0,0.0,0.0,1.0,1.0,3.0,123.33333333333333,140.0,8.0,12.0,13,14807.333333333334,0.6666666666666666
PENTAGO,102.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,61.0,56.0,2.0,76.0,19.0,2.0,81.0,309.0,21.0,23.0,102.0,0.0,0.0,0.0,0.0,0.0,5.0,1.386651323360184,9.0,4.0,1041.0,1054.0,0.0,0.0,0.0,0.0,0.0,1.0,72.0,72.0,19.0,0.0,0,15505.0,0.0
PETS_[Personal_Entertainment_Television_System],116.0,30.0,5.0,0.0,0.0,0.0,34.0,0.0,76.0,35.0,3.0,0.0,0.0,0.0,11.0,7.0,44.0,10.0,37.0,0.0,4.0,0.0,0.0,0.0,33.0,0.0,11.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,62.0,73.0,38.0,160.0,74.0,1.0,204.0,534.0,35.0,38.0,239.0,75.0,201.0,28.0,0.0,0.0,6.0,1.7047075606276747,3.0,355.0,949.0,1052.0,6.0,3.0,0.0,3.0,6.0,29.0,205.0,714.0,74.0,2.2941176470588234,6,307.48275862068965,0.5862068965517241
PS_Paint,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,2.0,15.0,4.0,2.0,5.0,24.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,1.457142857142857,2.0,0.0,30.0,38.0,0.0,0.0,0.0,0.0,0.0,1.0,340.0,340.0,4.0,0.0,0,22455.0,0.0
PUSH,30.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,23.0,8.0,10.0,32.0,6.0,3.0,19.0,53.0,11.0,11.0,30.0,0.0,16.0,20.0,0.0,0.0,3.0,1.5252525252525253,3.0,16.0,110.0,111.0,1.0,1.0,0.0,0.0,1.0,21.0,121.0,121.0,6.0,24.166666666666668,56,9815.714285714286,0.8571428571428571
PUZZLETALE,58.0,16.0,0.0,0.0,0.0,0.0,24.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,6.0,0.0,0.0,0.0,20.0,0.0,6.0,0.0,13.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,9.0,5.0,51.0,13.0,4.0,42.0,67.0,16.0,16.0,58.0,0.0,42.0,0.0,0.0,0.0,7.0,1.9166666666666667,2.0,16.0,148.0,162.0,1.0,0.0,1.0,0.0,1.0,11.0,144.0,144.0,13.0,19.0,21,6769.363636363636,0.18181818181818182
P[+]SITIVE_~_NEG[-]TIVE_{BETA_1},42.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,56.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,0.0,15.0,21.0,3.0,1.0,42.0,93.0,0.0,0.0,42.0,0.0,85.0,0.0,0.0,0.0,4.0,1.989247311827957,1.0,52.0,93.0,113.0,3.0,2.0,0.0,1.0,3.0,7.0,125.57142857142857,144.0,3.0,9.0,13,17778.571428571428,0.42857142857142855
Pac-Puzzler,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,4.0,8.0,3.0,4.0,5.0,8.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,2.0,1.4444444444444444,1.0,12.0,8.0,9.0,1.0,1.0,0.0,0.0,1.0,1.0,54.0,54.0,3.0,23.0,23,10372.0,1.0
Pac-Slide_V0.3,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,15.0,18.0,0.0,9.0,25.0,4.0,5.0,19.0,33.0,0.0,0.0,19.0,0.0,21.0,8.0,0.0,0.0,3.0,1.6153846153846154,2.0,16.0,37.0,43.0,1.0,1.0,0.0,0.0,1.0,9.0,116.11111111111111,196.0,4.0,9.25,15,2229.8888888888887,0.8888888888888888
PackBot,30.0,5.0,0.0,0.0,1.0,0.0,16.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,6.0,8.0,6.0,2.0,25.0,60.0,5.0,6.0,30.0,0.0,0.0,0.0,0.0,0.0,2.0,1.75,2.0,3.0,82.0,99.0,1.0,0.0,0.0,1.0,1.0,12.0,80.5,170.0,6.0,31.875,64,13228.166666666666,0.6666666666666666
Paint,31.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,16.0,1.0,2.0,29.0,5.0,1.0,28.0,46.0,3.0,3.0,31.0,0.0,0.0,4.0,0.0,0.0,3.0,1.375,2.0,4.0,79.0,84.0,0.0,0.0,0.0,0.0,0.0,6.0,255.0,255.0,5.0,0.0,0,23141.0,0.0
Painter,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,16.0,4.0,1.0,7.0,28.0,7.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,1.4444444444444444,2.0,0.0,63.0,91.0,0.0,0.0,0.0,0.0,0.0,1.0,1118.0,1118.0,4.0,0.0,0,6014.0,0.0
Palette,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2.0,6.0,26.0,3.0,1.0,13.0,52.0,0.0,0.0,13.0,0.0,48.0,0.0,0.0,0.0,2.0,2.0,1.0,8.0,52.0,100.0,7.0,0.0,0.0,7.0,7.0,15.0,50.46666666666667,70.0,3.0,18.75,35,20212.066666666666,0.8
Palm_Shark,20.0,2.0,0.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,17.0,4.0,1.0,11.0,104.0,2.0,8.0,20.0,0.0,28.0,0.0,1.0,0.0,3.0,2.0714285714285716,1.0,116.0,148.0,176.0,1.0,0.0,0.0,1.0,1.0,8.0,658.5,1260.0,4.0,0.0,0,0.0,0.0
"Pants,_Shirt,_Cap",17.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,18.0,1.0,15.0,30.0,3.0,5.0,14.0,66.0,3.0,6.0,17.0,0.0,16.0,20.0,0.0,0.0,3.0,2.2777777777777777,1.0,56.0,79.0,99.0,0.0,0.0,0.0,0.0,0.0,9.0,51.22222222222222,77.0,3.0,25.25,40,7873.0,0.8888888888888888
ParaLands,131.0,29.0,0.0,0.0,2.0,2.0,2.0,6.0,55.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,51.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,5.0,58.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,71.0,9.0,8.0,78.0,31.0,5.0,96.0,471.0,29.0,45.0,131.0,0.0,35.0,12.0,0.0,0.0,3.0,1.9878682842287696,2.0,68.0,774.0,803.0,1.0,0.0,1.0,0.0,1.0,21.0,154.0,289.0,31.0,22.5,29,2681.0,0.09523809523809523
Parity_Match,68.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,29.0,1.0,7.0,37.0,6.0,1.0,49.0,172.0,19.0,23.0,68.0,0.0,50.0,0.0,0.0,1.0,3.0,1.9230769230769231,1.0,160.0,326.0,327.0,5.0,5.0,0.0,0.0,5.0,12.0,58.333333333333336,84.0,6.0,27.454545454545453,44,11704.333333333334,0.9166666666666666
Party_Demon,50.0,20.0,0.0,1.0,8.0,8.0,20.0,0.0,70.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,36.0,0.0,2.0,27.0,3.0,1.0,30.0,86.0,20.0,40.0,50.0,0.0,8.0,0.0,1.0,0.0,5.0,2.6507936507936507,1.0,136.0,100.0,102.0,1.0,1.0,0.0,0.0,1.0,12.0,72.75,121.0,3.0,0.0,0,0.0,0.0
Party_Leaver_0.02,28.0,5.0,0.0,0.0,0.0,0.0,12.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,9.0,2.0,14.0,5.0,4.0,23.0,41.0,5.0,5.0,28.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7826086956521738,1.0,4.0,49.0,66.0,1.0,0.0,1.0,0.0,1.0,6.0,53.666666666666664,80.0,5.0,19.4,40,3983.0,0.8333333333333334
Password,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,17.0,3.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,8.0,8.0,8.0,3.0,0.0,3.0,0.0,3.0,3.0,139.66666666666666,336.0,3.0,0.0,0,3766.0,0.0
Path_Finder,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,1.0,9.0,15.0,1.0,4.0,10.0,0.0,0.0,0.0,0.0,1.0,2.0,1.631578947368421,1.0,20.0,27.0,31.0,1.0,0.0,0.0,1.0,1.0,1.0,441.0,441.0,3.0,0.0,0,406.0,0.0
Paul_Bunyan's_Demade_Island_Adventure__(v2),27.0,1.0,0.0,0.0,6.0,6.0,12.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,2.0,18.0,6.0,1.0,26.0,38.0,1.0,1.0,27.0,0.0,16.0,0.0,0.0,0.0,3.0,2.5384615384615383,1.0,0.0,57.0,91.0,1.0,0.0,0.0,1.0,1.0,2.0,2331.0,4661.0,6.0,0.0,0,190.0,0.5
Pegs,39.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,29.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,3.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,17.0,0.0,16.0,29.0,6.0,3.0,39.0,90.0,0.0,0.0,39.0,0.0,66.0,0.0,0.0,0.0,2.0,1.5660377358490567,2.0,12.0,93.0,137.0,1.0,1.0,0.0,0.0,1.0,15.0,96.0,96.0,6.0,38.5,52,32420.266666666666,0.13333333333333333
Philosophy,57.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,4.0,37.0,0.0,0.0,0.0,2.0,1.0,9.0,0.0,15.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,9.0,4.0,2.0,71.0,11.0,1.0,42.0,293.0,15.0,15.0,57.0,0.0,33.0,0.0,0.0,0.0,16.0,1.4502712477396023,2.0,229.0,691.0,703.0,0.0,0.0,0.0,0.0,0.0,113.0,155.27433628318585,900.0,11.0,17.545454545454547,47,370.91150442477874,0.9734513274336283
Picky_Leaks,124.0,0.0,1.0,0.0,0.0,0.0,61.0,0.0,41.0,119.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,123.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,13.0,119.0,1.0,8.0,112.0,7.0,1.0,124.0,150.0,0.0,0.0,124.0,6.0,12.0,0.0,0.0,0.0,18.0,1.3672131147540985,3.0,0.0,377.0,393.0,1.0,1.0,0.0,0.0,1.0,15.0,167.93333333333334,198.0,7.0,0.0,0,34.46666666666667,0.0
Piedra,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,5.0,3.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,8.0,8.0,8.0,1.0,0.0,0.0,1.0,1.0,4.0,81.0,81.0,3.0,23.5,35,1020.75,1.0
Pig_Friends,23.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,11.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,4.0,3.0,12.0,20.0,6.0,1.0,17.0,45.0,6.0,6.0,23.0,0.0,22.0,4.0,0.0,0.0,3.0,1.6825396825396826,2.0,16.0,97.0,97.0,0.0,0.0,0.0,0.0,0.0,20.0,104.0,104.0,6.0,1.25,6,0.3,1.0
Pilgrimage,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,2.0,16.0,4.0,1.0,1.0,1.0,9.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,12.0,18.0,1.0,0.0,0.0,1.0,1.0,2.0,77.0,91.0,4.0,9.0,12,36.0,1.0
Pink_Matter,26.0,4.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,1.0,6.0,30.0,4.0,12.0,22.0,25.0,4.0,4.0,26.0,0.0,4.0,0.0,0.0,0.0,2.0,1.8275862068965518,1.0,24.0,48.0,53.0,1.0,0.0,0.0,1.0,1.0,9.0,45.333333333333336,72.0,4.0,14.333333333333334,20,27020.555555555555,0.6666666666666666
Pipe_Game,34.0,0.0,0.0,0.0,2.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,4.0,1.0,34.0,36.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,2.0,1.6666666666666667,1.0,0.0,60.0,60.0,1.0,1.0,0.0,0.0,1.0,3.0,83.33333333333333,110.0,4.0,11.0,11,34424.666666666664,0.3333333333333333
Pipe_Navigation,11.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,16.0,8.0,1.0,7.0,18.0,0.0,0.0,11.0,0.0,0.0,10.0,0.0,0.0,3.0,2.388888888888889,1.0,0.0,28.0,33.0,2.0,1.0,0.0,1.0,2.0,1.0,80.0,80.0,8.0,0.0,0,51003.0,0.0
Pipes,67.0,9.0,0.0,0.0,0.0,0.0,32.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,84.0,10.0,2.0,30.0,4.0,1.0,58.0,58.0,9.0,9.0,67.0,0.0,0.0,0.0,0.0,0.0,2.0,1.4776119402985075,1.0,0.0,59.0,67.0,1.0,0.0,0.0,1.0,1.0,3.0,101.66666666666667,216.0,4.0,0.0,0,6791.0,0.0
Pitman_MZ-700,15.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,8.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,53.0,11.0,0.0,7.0,9.0,3.0,3.0,12.0,32.0,3.0,3.0,15.0,0.0,14.0,0.0,0.0,0.0,3.0,1.6,1.0,17.0,28.0,30.0,1.0,1.0,0.0,0.0,1.0,50.0,88.0,88.0,3.0,50.76190476190476,79,25505.16,0.42
Pivotal,369.0,18.0,12.0,0.0,0.0,0.0,28.0,3.0,24.0,8.0,6.0,0.0,0.0,0.0,0.0,12.0,516.0,0.0,14.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,3.0,284.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,36.0,11.0,15.0,64.0,23.0,1.0,348.0,674.0,18.0,31.0,369.0,18.0,41.0,0.0,0.0,1.0,2.0,1.2884310618066561,3.0,306.0,1553.0,1596.0,1.0,0.0,0.0,1.0,1.0,20.0,123.3,195.0,23.0,26.727272727272727,62,1308.6,0.55
Pixel_Master,27.0,25.0,0.0,0.0,8.0,8.0,7.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,30.0,0.0,8.0,41.0,4.0,1.0,2.0,8.0,25.0,41.0,27.0,0.0,6.0,16.0,0.0,1.0,4.0,2.7755102040816326,1.0,16.0,104.0,104.0,4.0,0.0,0.0,4.0,4.0,10.0,272.0,272.0,4.0,0.0,0,2514.2,0.0
Polyomino_Puzzles,24.0,2.0,0.0,0.0,0.0,0.0,6.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,4.0,2.0,21.0,11.0,2.0,19.0,40.0,2.0,5.0,24.0,0.0,8.0,0.0,0.0,0.0,2.0,1.0895522388059702,2.0,9.0,63.0,63.0,1.0,0.0,0.0,1.0,1.0,3.0,252.66666666666666,441.0,11.0,0.0,0,13470.666666666666,0.0
Pong,41.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,6.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,4.0,2.0,23.0,6.0,2.0,41.0,49.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,2.0,1.378787878787879,3.0,6.0,73.0,78.0,0.0,0.0,0.0,0.0,0.0,1.0,665.0,665.0,6.0,0.0,0,169.0,0.0
